"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS","status"
"","VISCODE2","MESOSCALE","Meso Scale Diagnostics Analysis of Residual CSF Samples","Translated visit code","-4","-4","-4","-4",""
"","BRAIN.REGION","MRI_INFARCTS","MRI Infarcts","Anatomical Location","-4","-4","1=Head of the Caudate; 2=Body of the Caudate; 3=Tail of the Caudate; 4=Putamen; 5=Globus Pallidus; 6=Anterior Internal Capsule; 7=Posterior Internal Capsule; 8=Genu of the Internal Capsule; 9=Thalamus; 10=Hippocampus; 11=Amygdaloid Complex; 12=Splenium of the Corpus Callosum; 13=Genu of the Corpus Callosum; 14=Body of the Corpus Callosum; 15=Pons; 16=Medulla; 17=Frontal Cortex; 18=Temporal Cortex; 19=Parietal Cortex;  20=Occipital Cortex;  21=Frontal Subcortical White Matter; 22=Temporal Subcortical White Matter; 23=Parietal Subcortical White Matter; 24=Occipital Subcortical White Matter;  25=Frontal Horn Periventricular White Matter; 26=Occipital Horn Periventricular White Matter; 27=Cerebellum","integer","Archived"
"","EXAMDATE","MRI_INFARCTS","MRI Infarcts","Examination Date","-4","-4","MM/DD/YYYY","","Archived"
"","INFARCT.NUMBER","MRI_INFARCTS","MRI Infarcts","Number detected","-4","-4","0-100","integer","Archived"
"","LOCATION.XYZ","MRI_INFARCTS","MRI Infarcts","Image Space Location","-4","-4","Image X coordinates-Image Y-coordinates, slice Z","Text","Archived"
"","RID","MRI_INFARCTS","MRI Infarcts","Participant roster ID","-4","-4","-4","-4",""
"","SIDE","MRI_INFARCTS","MRI Infarcts","Side of Infarct, if detected","-4","-4","R/L or -","Text",""
"","SIZE","MRI_INFARCTS","MRI Infarcts","Size of Infarct, if detected","-4","-4","Small/Large or -","Text",""
"","STROKE.READ.DATE","MRI_INFARCTS","MRI Infarcts","Date Image Evaluated","-4","-4","MM/DD/YYYY","","Archived"
"","STROKE.TYPE","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4","Archived"
"","USERDATE","MRI_INFARCTS","MRI Infarcts","Date record created","-4","-4","MM/DD/YYYY","","Archived"
"","VISCODE","MRI_INFARCTS","MRI Infarcts","Visit code","-4","-4","ADNI code","",""
"","VISCODE2","MRI_INFARCTS","MRI Infarcts","Translated visit code","-4","-4","-4","-4",""
"","ANALYZE.DATE","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","COLPROT","MRI_INFARCTS","MRI Infarcts","Study protocol of data collection","-4","-4","-4","-4",""
"","CVA.LOCATION","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","CVA.NUMBER","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","CVA.TYPE","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","IMGFILE","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","MRI.DATE1","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","MRI.DATE2","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","XYZ","MRI_INFARCTS","MRI Infarcts","-4","-4","-4","-4","-4",""
"","NPADRDA","NEUROPATH","NACC Neuropathology Data Form","ADRDA/Khachaturian neurological used","N","1","1=Alzheimer's Disease; 2=Criteria Not Met;3=Not Done;9=Missing/Unknown","","Archived"
"","NPAMY","NEUROPATH","NACC Neuropathology Data Form","e2. Cerebral amyloid angiopathy (Check One)","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 Severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPAPOE","NEUROPATH","NACC Neuropathology Data Form","Apolipoprotein-E","N","1","1=e3,e3; 2=e3,e4; 3= e3,e2; 4=e4,e4; 5=e4,e2; 6=e2,e2; 9=Missing/Unknown/Not Assessed","","Archived"
"","NPART","NEUROPATH","NACC Neuropathology Data Form","Is subcortical arteriosclerotic leukoencephalopathy present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPARTER","NEUROPATH","NACC Neuropathology Data Form","e. Arteriolosclerosis? (Check One) (Assessed in subcortical white or gray matter)","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 Severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPAVAS","NEUROPATH","NACC Neuropathology Data Form","c6. Atherosclerosis (of the circle of Willis)","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 Severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPBRAAK","NEUROPATH","NACC Neuropathology Data Form","b. Braak stage for neurofibrillary degeneration (B score - Check One)","dropdown","-4","0=0 Sage 0: AD-type neurofibrillary degeneration not present (B0); 1=1 Stage I (B1); 2=2 Stage II (B1); 3=3 Stage III (B2); 4=4 Stage IV (B2); 5=5 Stage V (B3); 6=6 Stage VI (B3); 7=7 The presence of a tauopathy (other than aging/AD) precludes Braak staging; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPBRFRM","NEUROPATH","NACC Neuropathology Data Form","Is formalin-fixed brain tissue accessible?","N","1","1=Yes; 2=No ","","Archived"
"","NPBRFRZN","NEUROPATH","NACC Neuropathology Data Form","Is banked frozen brain tissue accessible?","N","1","1=Yes; 2=No ","","Archived"
"","NPBRPARF","NEUROPATH","NACC Neuropathology Data Form","Are paraffin-embedded blocks of brain tissue accessible?","N","1","1=Yes; 2=No ","","Archived"
"","NPCAD","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Alzheimer's Disease (AD)","N","1","1=Yes; 2=No ","","Archived"
"","NPCADP","NEUROPATH","NACC Neuropathology Data Form","-4","-4","-4","-4","-4","Archived"
"","NPCERAD","NEUROPATH","NACC Neuropathology Data Form","CERAD neuropathological criteria used","N","1","1=Definite Alzheimer's disease; 2=Probable Alzheimer's disease; 3=Possible Alzheimer's disease; 4=Criteria not met; 5=Not done; 9=Missing/Unknown","","Archived"
"","NPCFTLD","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - FTLD","N","1","1=Yes; 2=No ","","Archived"
"","NPCHIPP","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Hippocampal sclerosis","N","1","1=Yes; 2=No ","","Archived"
"","NPCHROM","NEUROPATH","NACC Neuropathology Data Form","Genetic or chromosomal abnormalities","N","2","1=APP mutation; 2=PS1 mutation; 3=PS2 mutation; 4=Tau mutation; 5= alpha-Synuclein mutation; 6=Parkin mutation; 7=PRNP mutation; 8=Huntingtin mutation; 9=Notch 3 mutation (CASDASIL); 10=Otherknown genetic mutation (e.g., Abri, neuroserpin); 11=Down syndrome; 12=Other chromosomal abnormality; 13=No known genetic or chromosomal abnormality; 50=Not assessed; 99=Missing/unknown","","Archived"
"","NPCJ","NEUROPATH","NACC Neuropathology Data Form","Is Creutzfeldt-Jacob disease or variant CJD present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown","","Archived"
"","NPCLEWY","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Lewy body disease, with or without AD","N","1","1=Yes; 2=No ","","Archived"
"","NPCNORM","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Normal brain (NC)","N","1","1=Yes; 2=No ","","Archived"
"","NPCORT","NEUROPATH","NACC Neuropathology Data Form","b3. FTLD-tau (CBD)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPCOTH1","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Other (1)","N","1","1=Yes; 2=No ","","Archived"
"","NPCOTH2","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Other (2)","N","1","1=Yes; 2=No ","","Archived"
"","NPCOTH3","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Other (3)","N","1","1=Yes; 2=No ","","Archived"
"","NPCPRION","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Prion-associated disease","N","1","1=Yes; 2=No ","","Archived"
"","NPCSFANT","NEUROPATH","NACC Neuropathology Data Form","Is banked postmotem cerebrospinal fluid (CSF) accessible?","N","1","1=Yes; 2=No ","","Archived"
"","NPCVASC","NEUROPATH","NACC Neuropathology Data Form","Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Vascular disease","N","1","1=Yes; 2=No ","","Archived"
"","NPDAGE","NEUROPATH","NACC Neuropathology Data Form","Age at death (years)","text","-4","","",""
"","NPDIFF","NEUROPATH","NACC Neuropathology Data Form","e1. CERAD semi-quantitative score for diffuse plaques (plaques with non-compact amyloid and no apparent dystrophic neurites). Score from the neocortical field with the highest plaque density and without respect to age or diagnosis. (Check One)","dropdown","-4","0=0 No diffuse plaques; 1=1 Sparse diffuse plaques; 2=2 Moderate diffuse plaques; 3=3 Frequent diffuse plaques; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPDODDY","NEUROPATH","NACC Neuropathology Data Form","Date of Death - Day","N","2","","Days","Archived"
"","NPDODMO","NEUROPATH","NACC Neuropathology Data Form","Date of Death - Month","N","2","","Months","Archived"
"","NPDODYR","NEUROPATH","NACC Neuropathology Data Form","Date of Death - Year","","-4","","",""
"","NPFHSPEC","NEUROPATH","NACC Neuropathology Data Form","Family history information relevant to neuropathological diagnosis specified","C","30","","","Archived"
"","NPFORMDY","NEUROPATH","NACC Neuropathology Data Form","Date Form Completed - Day","","-4","","",""
"","NPFORMMO","NEUROPATH","NACC Neuropathology Data Form","","","-4","","",""
"","NPFORMYR","NEUROPATH","NACC Neuropathology Data Form","Date Form Completed - Year","","-4","","",""
"","NPFRONT","NEUROPATH","NACC Neuropathology Data Form","Frontotemporal dementia and Parkinsonism with tau-positive or argyrophiilic inclusions","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPFTD","NEUROPATH","NACC Neuropathology Data Form","FTD with ubiquitin-positive (tau-negative) inclusions","N","1","1=FTD with motor neuron disease; 2=FTD without motor neuron disease; 3=None present; 4=Not assessed; 9=Missing/unknown;-4=Not avaibale, NP form version submitted did not collect data in this way","-4","Archived"
"","NPFTDNO","NEUROPATH","NACC Neuropathology Data Form","Is ther FTD with no distinctive histopathology (tau-negative, ubiquitin-negative, and no agryrophilic inclusions)?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPFTDSPC","NEUROPATH","NACC Neuropathology Data Form","Was FTD ""not otherwise specified"" present (e.g., ""immunostaining for ubiquitin and tau not done"")?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPGENE","NEUROPATH","NACC Neuropathology Data Form","Family history information relevant to neuropathological diagnosis - Chosse one","N","1","1=Family history of similar neurdegenerative disorder; 2=Family history of other (dissimilar) neurodegenerative disorder; 3=No family history of similar or dissimilar neurodegenerative disorder; 4=Family history of both similar and dissimalar neurodegenerative disorder; 9= Family history unknown/not available/missing","","Archived"
"","NPGROSS","NEUROPATH","NACC Neuropathology Data Form","Does the brain have any gross or microscopic pathology (including any Alzheimer type pathology such as senile plaques and neurofibrillary tangles)?","N","1","1=Yes; 2=No ","","Archived"
"","NPHEM","NEUROPATH","NACC Neuropathology Data Form","Are single or multiple hemmorhages present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way; .=skipped","-4","Archived"
"","NPLAC","NEUROPATH","NACC Neuropathology Data Form","Are one or more lacunes (small artery infarcts and/or hemmorrhages) present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPLEWY","NEUROPATH","NACC Neuropathology Data Form","Pathology is consistent with criteria of Consortium on Dementia with Lewy Bodies for: (Select only one)","N","1","1=Lewy body pathology, brainstem predominant type; 2=Lewy body pathology, intermediate or transitional (limbic) type; 3=Lewy body pathology, diffuse (neocortical) type; 4=Lewy body pathology, unspecified or not further assessed; 5=No Lewy bodies; 6=Not assessed; 9=Missing/unknown","","Archived"
"","NPLEWYCS","NEUROPATH","NACC Neuropathology Data Form","Likeliehood that DLB Clinical Syndrome due to Pathology: (Select only one)","N","1","1=Low; 2=Intermediate; 3=High; 6=N/A (not applicable); 9=Missing/unknown","","Archived"
"","NPLINF","NEUROPATH","NACC Neuropathology Data Form","Are one or more large artery cerebral infarcts present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPMAJOR","NEUROPATH","NACC Neuropathology Data Form","Are other major pathological disorders present (not addressed by questions 8-15)?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown","","Archived"
"","NPMICRO","NEUROPATH","NACC Neuropathology Data Form","Are one or more cortical microinfarcts (including ""granular atrophy"") present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPMPATH1","NEUROPATH","NACC Neuropathology Data Form","If 16A (Other Major Pathological Disorder) is yes, specify one disorder per line.","C","30","","","Archived"
"","NPMPATH2","NEUROPATH","NACC Neuropathology Data Form","If 16A (Other Major Pathological Disorder) is yes, specify one disorder per line.","C","30","","","Archived"
"","NPMPATH3","NEUROPATH","NACC Neuropathology Data Form","If 16A (Other Major Pathological Disorder) is yes, specify one disorder per line.","C","30","","","Archived"
"","NPNEC","NEUROPATH","NACC Neuropathology Data Form","g1. Laminar necrosis","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPNEUR","NEUROPATH","NACC Neuropathology Data Form","c. CERAD score for density of neocortical neuritic plaque (plaques with argrophilic dystrophic neurities, with or without dense amyloid cores). Score without respect to age or diagnosis. (C score - Check One)","dropdown","-4","0=0 No neuritic plaques (C0); 1=1 Sparse neuritic plaques (C1); 2=2 Moderate neuritic plaques (C2); 3=3 Frequent neuritic plaques (C3); 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPNIT","NEUROPATH","NACC Neuropathology Data Form","NIA/Reagan Institute neuropathological criteria used:","N","1","1=High likelihood of dementia being due to Alzheimer's disease; 2=Intermediate likelihood of dementia being due to Alzheimer's disease; 3=Low likelihood of dementia being due to Alzheimer's disease; 4=Criteria not met; 5=Not done; 9=Missing/unknown","","Archived"
"","NPOANG","NEUROPATH","NACC Neuropathology Data Form","Is another type of angiopathy (e.g., CADASIL or arteritis) present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPOCRIT","NEUROPATH","NACC Neuropathology Data Form","Other or unspecified neuropathological criteria used (e.g., Tierney, etc.):","N","1","1=Alzheimer's disease, unspecified; 2=Criteria not met; 3=Not done; 9=Missing/unknown","","Archived"
"","NPOTH1X","NEUROPATH","NACC Neuropathology Data Form","Primary or Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Other Specified(1)","C","60","","","Archived"
"","NPOTH2X","NEUROPATH","NACC Neuropathology Data Form","Primary or Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Other Specified(2)","C","60","","","Archived"
"","NPOTH3X","NEUROPATH","NACC Neuropathology Data Form","Primary or Contributing pathological diagnosis judged to be responsible for subject's cognitive status - Other Specified(3)","C","60","","","Archived"
"","NPPAD","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Alzheimer's Disease (AD)","N","1","1=Yes; 2=No ","","Archived"
"","NPPADP","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - AD pathology present, but insuffiecient for AD diagnosis","N","1","1=Yes; 2=No ","","Archived"
"","NPPFTLD","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - FTLD","N","1","1=Yes; 2=No ","","Archived"
"","NPPHIPP","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Hippocampal sclerosis","N","1","1=Yes; 2=No ","","Archived"
"","NPPICK","NEUROPATH","NACC Neuropathology Data Form","b1. FTLD-tau (PiD)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPPLEWY","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Lewy body disease, with or without AD","N","1","1=Yes; 2=No ","","Archived"
"","NPPNORM","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Normal brain (NC)","N","1","1=Yes; 2=No ","","Archived"
"","NPPOTH1","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Other (1)","N","1","1=Yes; 2=No ","","Archived"
"","NPPOTH2","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Other (2)","N","1","1=Yes; 2=No ","","Archived"
"","NPPOTH3","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Other (3)","N","1","1=Yes; 2=No ","","Archived"
"","NPPPRION","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Prion-associated disease","N","1","1=Yes; 2=No ","","Archived"
"","NPPRION","NEUROPATH","NACC Neuropathology Data Form","Are other prion diseases present (e.g., Gerstmann-Straussler syndrome)?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown","","Archived"
"","NPPRNP","NEUROPATH","NACC Neuropathology Data Form","PRNP codon 129:","N","1","1=M, M; 2=M, V; 3=V, V; 9=Missing/unknown/not assessed","","Archived"
"","NPPROG","NEUROPATH","NACC Neuropathology Data Form","b4. FTLD-tau (PSP)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPPVASC","NEUROPATH","NACC Neuropathology Data Form","Primary pathological diagnosis judged to be responsible for subject's cognitive status - Vascular disease","N","1","1=Yes; 2=No ","","Archived"
"","NPSCL","NEUROPATH","NACC Neuropathology Data Form","Is medial temporal lobe sclerosis (including hippocampal sclerosis) present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPSEX","NEUROPATH","NACC Neuropathology Data Form","Sex","dropdown","","1=Male ; 2=Female","","Archived"
"","NPTAU","NEUROPATH","NACC Neuropathology Data Form","Tauopathy, other (e.g., tangle-only dementia and argyrophilic grain dementia):","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NPTAUHAP","NEUROPATH","NACC Neuropathology Data Form","Tau haplotype: (Mark one box)","N","1","1=H1, H1; 2=H1, H2; 3=H2, H2; 4=Other polymorphism (e.g., A0); 9=Missing/unknown/not assessed","","Archived"
"","NPVASC","NEUROPATH","NACC Neuropathology Data Form","Is ischemic, hemorrhagic or vascular pathology present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown","","Archived"
"","NPVOTH","NEUROPATH","NACC Neuropathology Data Form","Is there other pathology related to ischemic or vascular disease not previously specified present?","N","1","1=Yes; 2=No; 3=Not Assessed; 9=Missing/Unknown","","Archived"
"","RID","NEUROPATH","NACC Neuropathology Data Form","Participant roster ID","-4","-4","-4","-4",""
"","ADCID","NEUROPATH","NACC Neuropathology Data Form","center id","N","-4","27","-4","Archived"
"","NACCAMY","NEUROPATH","NACC Neuropathology Data Form","Cerebral amyloid angiopathy","N","-4","0=None;1=Mild;2=Moderate;3=Severe;8=Not assessed;9=Missing/unknown; .=skipped","-4","Archived"
"","NACCARTE","NEUROPATH","NACC Neuropathology Data Form","Arteriolosclerosis","N","-4","0=None;1=Mild;2=Moderate;3=Severe;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCAVAS","NEUROPATH","NACC Neuropathology Data Form","Severity of gross findings-atherosclerosis of the circle of Willis","N","-4","0=none; 1=mild; 2=moderate;3=severe;8=Not assessed;9=Missing/unknown ","-4","Archived"
"","NACCBNKF","NEUROPATH","NACC Neuropathology Data Form","Banked frozen brain","N","-4","0=No;1=Yes;9=Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NACCBRAA","NEUROPATH","NACC Neuropathology Data Form","Braak stage for neurofibrillary degeneration (B score)","N","-4","0=Stage 0, AD-type neurofibrillary degeneration not present (B0),1=Stage I (B1);2=Stage II (B1);3=Stage III (B2), 4=Stage IV (B2);5=Stage V (B3);6=Stage VI (B3); 8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCCBD","NEUROPATH","NACC Neuropathology Data Form","FTLD-tau subtype corticobasal degeneration (CBD)","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCCSFP","NEUROPATH","NACC Neuropathology Data Form","Banked postmortem CSF","N","-4","0=No;1=Yes;9=Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NACCDIFF","NEUROPATH","NACC Neuropathology Data Form","Density of diffuse plaques (CERAD semiquantitative score)","N","-4","0=no diffuse plaques;1=Sparse diffuse plaques;2=Moderate diffuse plaques;3=Frequent diffuse plaques;8=not assessed;9=Missing/unknown","-4","Archived"
"","NACCDOWN","NEUROPATH","NACC Neuropathology Data Form","Down syndrome","N","-4","1=Flag for known mutation;7=No flag for known mutation (not resent, not assessed, missing or unknown)","-4","Archived"
"","NACCFORM","NEUROPATH","NACC Neuropathology Data Form","Formalin or paraformaldehyde -fixed brain","N","-4","0=No;1=Yes;9=Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NACCHEM","NEUROPATH","NACC Neuropathology Data Form","Hemorrhages and microbleeds","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCINF","NEUROPATH","NACC Neuropathology Data Form","Infarcts and lacunes","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCLEWY","NEUROPATH","NACC Neuropathology Data Form","Lewy body pathology","N","-4","0=No Lewy body pathology;1=Brainstem predominant;2=Limbic or amygdala-predominant;3=Neocortical;4=Lewy bodies present,but region unspecified or found in the olfactory bulb;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCMICR","NEUROPATH","NACC Neuropathology Data Form","Microinfarcts","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCMOD","NEUROPATH","NACC Neuropathology Data Form","Month of death","N","-4","0-12","-4","Archived"
"","NACCNBRN","NEUROPATH","NACC Neuropathology Data Form","Normal brain/No major pathology","N","-4","0=Not normal brain (some pathology present; 1=Normal brain/no major pathology present; 8=At least one required variable is not assessed; 9=AT least one required variable is missing/unknown ","-4","Archived"
"","NACCNEC","NEUROPATH","NACC Neuropathology Data Form","Laminar necrosis","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown; .=skipped","-4","Archived"
"","NACCNEUR","NEUROPATH","NACC Neuropathology Data Form","Density of neocortical neuritic plaques (CERAD score) (C score) ","N","-4","0=No neuritic plaques (C0);1=Sparse neuritic plaques (C1);2=Moderate neuritic plaques (C2);3=Frequent neuritic plaques (C3);8=Not assessed;9=Missing/unknown  ","-4","Archived"
"","NACCOTHP","NEUROPATH","NACC Neuropathology Data Form","Other pathologic diagnosis","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCPARA","NEUROPATH","NACC Neuropathology Data Form","Paraffin-embedded blocks or brain regions","N","-4","0=No;1=Yes;9=Missing/unknown;-4=Not available, NP form version submitted did not collect data in this way","-4","Archived"
"","NACCPICK","NEUROPATH","NACC Neuropathology Data Form","FTLD-tau subtype Pick's (PID) ","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown; .=skipped","-4","Archived"
"","NACCPRIO","NEUROPATH","NACC Neuropathology Data Form","Prion disease","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown","-4","Archived"
"","NACCPROG","NEUROPATH","NACC Neuropathology Data Form","FTLD-tau subtype progressive supranuclear palsy (PSP)","N","-4","0=No;1=Yes;8=Not assessed;9=Missing/unknown; .=skipped","-4","Archived"
"","NACCVASC","NEUROPATH","NACC Neuropathology Data Form","Ischemic, hemorrhagic, or vascular pathology present","N","-4","0=No;1=One or more vascular pathology;9=Unknown","-4","Archived"
"","NACCWRI1","NEUROPATH","NACC Neuropathology Data Form","First other pathologic diagnosis write-in","N","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","Archived"
"","NACCWRI2","NEUROPATH","NACC Neuropathology Data Form","Second other pathologic diagnosis write-in","N","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","Archived"
"","NACCWRI3","NEUROPATH","NACC Neuropathology Data Form","Third other pathologic diagnosis write-in","N","-4","Any text or numbers except for single quotes, double quotes, ampersands, or percentage signs.","-4","Archived"
"","NACCYOD","NEUROPATH","NACC Neuropathology Data Form","year of death","N","-4","year, 8888=not applicable; 9999=unknown","-4","Archived"
"","NPABAN","NEUROPATH","NACC Neuropathology Data Form","b. Amyloid beta antibody (Check One)","dropdown","-4","1=1 4G8; 2=2 10D5; 7=7 Other (Specify); 8=8 Not assessed","",""
"","NPABANX","NEUROPATH","NACC Neuropathology Data Form","Specify:","text","-4","","",""
"","NPADNC","NEUROPATH","NACC Neuropathology Data Form","d. NIA-AA Alzheimer's disease neuropathologic change (ADNC) (Check One)","dropdown","-4","0=0 Not AD; 1=1 Low ADNC; 2=2 Intermediate ADNC; 3=3 High ADNC; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPALSMND","NEUROPATH","NACC Neuropathology Data Form","d. ALS/motor neuron disease (MND) present? (Check One) ","dropdown","-4","0=0 No; 1=1 Yes, with TDP-43 inclusions in motor neurons; 2=2 Yes, with FUS inclusions in motor neurons; 3=3 Yes, with SOD1 inclusions in motor neurons; 4=4 Yes, with other inclusions; 5=5 Yes, with no specific inclusions; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPASAN","NEUROPATH","NACC Neuropathology Data Form","c. Alpha synuclein antibody","dropdown","-4","1=1 Non-phospho specific (e.g. LB509); 2=2 Phospho-specific (e.g. pSYN#64); 7=7 Other (Specify); 8=8 Not assessed","",""
"","NPASANX","NEUROPATH","NACC Neuropathology Data Form","Specify:","text","-4","","",""
"","NPBNKA","NEUROPATH","NACC Neuropathology Data Form","a. Banked frozen brain or half brain","dropdown","-4","0=0 No; 1=1 Yes; 9=9 Missing/unknown","",""
"","NPBNKB","NEUROPATH","NACC Neuropathology Data Form","b. Banked frozen wedge of cerebellum or other sample for future DNA prep","dropdown","-4","0=0 No; 1=1 Yes; 9=9 Missing/unknown","",""
"","NPBNKC","NEUROPATH","NACC Neuropathology Data Form","c. Formalin- or paraformaldehyde-fixed brain","dropdown","-4","0=0 No; 1=1 Yes; 9=9 Missing/unknown","",""
